; charset=UTF-8
# IOO (BOM) : oui
# FDL (EOL) : Unix
#
# Udescripteurs.txt
# v10
# d27
# 2024-10-04T0722+0200
#
# Mise à jour grâce aux informations d’Alain LaBonté, 2022-04-23–2022-05-08
# Approbation a priori des noms en CAPITALE/MINUSCULE LATINE A/OE/X, 2022-05-08T1954-0400
#
# Ajout du préfixe `U` pour la compatibilité avec XKB, 2023-01-01
# Ajout des caractères pour faciliter la révision, 2023-01-01
#
# Remplacement de `Z` par `N` pour non bidi-réfléxible, 2023-01-29T1958+0100
#
# La liste Udescripteurs.txt est dérivée du standard Unicode™
# et de la version française de son image ISO/IEC 10646.
#
# Sont repris inchangés environ 49 % des noms de la version 10 de
# la liste française officielle révisée du 2017-08-08, 16:47:50 TUC
# téléchargée depuis :
# http://hapax.qc.ca/ListeNoms-10.0.0.txt
# et tenue à disposition à :
# http://dispoclavier.com/iso/src/v10/2017-08-08/ListeNoms-10.0.0.txt
#
# RÉSERVES :
# Le jeu de caractères universel est géré conjointement par Unicode et ISO/IEC JTC1 SC2 WG2
# qui le publie sous le numéro ISO/IEC 10646. Seule cette norme avait une version française.
# Aucune adaptation française n’est endossée par le Consortium Unicode®.
# L’original anglais : Copyright © 1991-2017 Unicode®, Inc.
# Unicode™ est une marque d’Unicode®, Inc.
# Avant toute distribution, consulter les modalités d’utilisation d’Unicode® :
# http://www.unicode.org/terms_of_use.html
#
# Cette liste est extraite d’une adaptation française complète de la NamesList (source
# originale d’Unicode pour la production des tables de caractères) qui se trouve à :
# http://unicode.org/Public/10.0.0/ucd/NamesList.txt
# La liste de tous les noms de caractères Unicode est consultable à :
# http://unicode.org/Public/10.0.0/ucd/extracted/DerivedName.txt
#
# Le fichier maître dont est dérivée la liste ci-dessous, contient aussi un certain nombre
# de commentaires. Ce fichier, nommé « docuDispos », se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/docuDispos-10.0d20.txt
#
# Les principaux changements sont énumérés dans le change-log qui se trouve à :
# https://dispoclavier.com/caras/src/v10/d20/changeLog.txt
#
# ============================================================================
#
# Légende des catégories générales d’Unicode selon TUS 10.0.0, §04.5, p. 175 (p. 211 du PDF tout-en-un ; « TUS » = The Unicode Standard) :
#
#   Lu = Letter, uppercase ; Lettre capitale
#   Ll = Letter, lowercase ; Lettre minuscule
#   Lt = Letter, titlecase ; Lettre en casse de titre
#   Lm = Letter, modifier ; Lettre modificative
#   Lo = Letter, other ; Lettre autre
#
#   Mn = Mark, nonspacing ; Caractère combinant sans chasse
#   Mc = Mark, spacing combining ; Caractère combinant espaçant
#   Me = Mark, enclosing ; Caractère combinant entourant
#
#   Nd = Number, decimal digit ; Nombre : chiffre décimal
#   Nl = Number, letter ; Nombre : lettre
#   No = Number, other ; Nombre autre
#
#   Pc = Punctuation, connector ; Ponctuation joignante
#   Pd = Punctuation, dash ; Ponctuation tiret
#   Ps = Punctuation, open ; Ponctuation ouvrante
#   Pe = Punctuation, close ; Ponctuation fermante
#   Pi = Punctuation, initial quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet A (peut servir de Ps ou Pe selon l’usage)
#   Pf = Punctuation, final quote (may behave like Ps or Pe depending on usage) ; Ponctuation : guillemet B (peut servir de Ps ou Pe selon l’usage)
#   Po = Punctuation, other ; Ponctuation autre
#
#   Sm = Symbol, math ; Symbole mathématique
#   Sc = Symbol, currency ; Symbole monétaire
#   Sk = Symbol, modifier ; Symbole modificatif
#   So = Symbol, other ; Symbole autre
#
#   Zs = Separator, space ; Séparateur : espace
#   Zl = Separator, line ; Séparateur de ligne
#   Zp = Separator, paragraph ; Séparateur de paragraphe
#
#   Cc = Other, control ; Autre : commande
#   Cf = Other, format ; Autre : formatage
#   Cs = Other, surrogate ; Autre : demi-codet
#   Co = Other, private use ; Autre : usage privé
#   Cn = Other, not assigned (including noncharacters) ; Autre : non assigné (inclut les non-caractères)
#
#
# Légende des types de bidiréflexibilité :
#
#   A = par permutation de glyphes, proprement
#   B = par permutation de glyphes, approximativment (publication nécessite glyphe droite-à-gauche)
#   P = par glyphe droite-à-gauche dédié (souvent indisponible)
#   W = par remplacement de caractère, concerne les symboles mathématiques fléchés (pas encore définis)
#   N = non bidiréflexible
#
#
# Le fichier fournissant la catégorie générale et la réflexibilité de chaque caractère :
# http://unicode.org/Public/10.0.0/ucd/UnicodeData.txt
# La liste informative de tous les caractères réflexibles et de leur mode de réflexion :
# http://unicode.org/Public/10.0.0/ucd/BidiMirroring.txt
# La liste normative des ponctuations réflexibles d’Unicode :
# http://unicode.org/Public/10.0.0/ucd/BidiBrackets.txt
#
# Nombre de points de code listés : 31 696
# Soit 31 588 caractères à nom particulier, 66 non-caractères et 42 points réservés.
# Unicode 10.0.0 contient 136 690 caractères codés, dont 105 102 à nom générique.
#
# Format :
# Pour 11 caractères et les non-caractères :
# UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom
# Pour les autres caractères :
# "caractère" UPoint de code; Catégorie générale; Type de bidiréflexibilité; Descripteur ou nom

"Ç" U00C7; Lu; N; CAPITALE LATINE C CÉDILLE
"È" U00C8; Lu; N; CAPITALE LATINE E ACCENT GRAVE
"É" U00C9; Lu; N; CAPITALE LATINE E ACCENT AIGU
"Ê" U00CA; Lu; N; CAPITALE LATINE E ACCENT CIRCONFLEXE
"Ë" U00CB; Lu; N; CAPITALE LATINE E TRÉMA
"Ì" U00CC; Lu; N; CAPITALE LATINE I ACCENT GRAVE
"Í" U00CD; Lu; N; CAPITALE LATINE I ACCENT AIGU
"Î" U00CE; Lu; N; CAPITALE LATINE I ACCENT CIRCONFLEXE
"Ï" U00CF; Lu; N; CAPITALE LATINE I TRÉMA
"Ð" U00D0; Lu; N; CAPITALE LATINE ED
"Ñ" U00D1; Lu; N; CAPITALE LATINE N TILDE
"Ò" U00D2; Lu; N; CAPITALE LATINE O ACCENT GRAVE
"Ó" U00D3; Lu; N; CAPITALE LATINE O ACCENT AIGU
"Ô" U00D4; Lu; N; CAPITALE LATINE O ACCENT CIRCONFLEXE
"Õ" U00D5; Lu; N; CAPITALE LATINE O TILDE
"Ö" U00D6; Lu; N; CAPITALE LATINE O TRÉMA
"×" U00D7; Sm; N; CROIX DE MULTIPLICATION
"Ø" U00D8; Lu; N; CAPITALE LATINE O BARRÉ
"Ù" U00D9; Lu; N; CAPITALE LATINE U ACCENT GRAVE
"Ú" U00DA; Lu; N; CAPITALE LATINE U ACCENT AIGU
"Û" U00DB; Lu; N; CAPITALE LATINE U ACCENT CIRCONFLEXE
"Ü" U00DC; Lu; N; CAPITALE LATINE U TRÉMA
"Ý" U00DD; Lu; N; CAPITALE LATINE Y ACCENT AIGU
"Þ" U00DE; Lu; N; CAPITALE LATINE THORN
"ß" U00DF; Ll; N; MINUSCULE LATINE ESZETT
"à" U00E0; Ll; N; MINUSCULE LATINE A ACCENT GRAVE
"á" U00E1; Ll; N; MINUSCULE LATINE A ACCENT AIGU
"â" U00E2; Ll; N; MINUSCULE LATINE A ACCENT CIRCONFLEXE
"ã" U00E3; Ll; N; MINUSCULE LATINE A TILDE
"ä" U00E4; Ll; N; MINUSCULE LATINE A TRÉMA
"å" U00E5; Ll; N; MINUSCULE LATINE A ROND EN CHEF
"æ" U00E6; Ll; N; MINUSCULE LATINE AE
"ç" U00E7; Ll; N; MINUSCULE LATINE C CÉDILLE
"è" U00E8; Ll; N; MINUSCULE LATINE E ACCENT GRAVE
"é" U00E9; Ll; N; MINUSCULE LATINE E ACCENT AIGU
"ê" U00EA; Ll; N; MINUSCULE LATINE E ACCENT CIRCONFLEXE
"ë" U00EB; Ll; N; MINUSCULE LATINE E TRÉMA
"ì" U00EC; Ll; N; MINUSCULE LATINE I ACCENT GRAVE
"í" U00ED; Ll; N; MINUSCULE LATINE I ACCENT AIGU
"î" U00EE; Ll; N; MINUSCULE LATINE I ACCENT CIRCONFLEXE
"ï" U00EF; Ll; N; MINUSCULE LATINE I TRÉMA
"ð" U00F0; Ll; N; MINUSCULE LATINE ED
"ñ" U00F1; Ll; N; MINUSCULE LATINE N TILDE
"ò" U00F2; Ll; N; MINUSCULE LATINE O ACCENT GRAVE
"ó" U00F3; Ll; N; MINUSCULE LATINE O ACCENT AIGU
"ô" U00F4; Ll; N; MINUSCULE LATINE O ACCENT CIRCONFLEXE
"õ" U00F5; Ll; N; MINUSCULE LATINE O TILDE
"ö" U00F6; Ll; N; MINUSCULE LATINE O TRÉMA
"÷" U00F7; Sm; N; OBÉLUS
"ø" U00F8; Ll; N; MINUSCULE LATINE O BARRÉ
"ù" U00F9; Ll; N; MINUSCULE LATINE U ACCENT GRAVE
"ú" U00FA; Ll; N; MINUSCULE LATINE U ACCENT AIGU
"û" U00FB; Ll; N; MINUSCULE LATINE U ACCENT CIRCONFLEXE
"ü" U00FC; Ll; N; MINUSCULE LATINE U TRÉMA
"ý" U00FD; Ll; N; MINUSCULE LATINE Y ACCENT AIGU
"þ" U00FE; Ll; N; MINUSCULE LATINE THORN
"ÿ" U00FF; Ll; N; MINUSCULE LATINE Y TRÉMA
"Ā" U0100; Lu; N; CAPITALE LATINE A MACRON
"ā" U0101; Ll; N; MINUSCULE LATINE A MACRON
"Ă" U0102; Lu; N; CAPITALE LATINE A BRÈVE
"ă" U0103; Ll; N; MINUSCULE LATINE A BRÈVE
"Ą" U0104; Lu; N; CAPITALE LATINE A OGONEK
"ą" U0105; Ll; N; MINUSCULE LATINE A OGONEK
"Ć" U0106; Lu; N; CAPITALE LATINE C ACCENT AIGU
"ć" U0107; Ll; N; MINUSCULE LATINE C ACCENT AIGU
"Ĉ" U0108; Lu; N; CAPITALE LATINE C ACCENT CIRCONFLEXE
"ĉ" U0109; Ll; N; MINUSCULE LATINE C ACCENT CIRCONFLEXE
"Ċ" U010A; Lu; N; CAPITALE LATINE C POINT EN CHEF
"ċ" U010B; Ll; N; MINUSCULE LATINE C POINT EN CHEF
"Č" U010C; Lu; N; CAPITALE LATINE C HATCHEK
"č" U010D; Ll; N; MINUSCULE LATINE C HATCHEK
"Ď" U010E; Lu; N; CAPITALE LATINE D HATCHEK
"ď" U010F; Ll; N; MINUSCULE LATINE D HATCHEK
"Đ" U0110; Lu; N; CAPITALE LATINE D RAYÉ
"đ" U0111; Ll; N; MINUSCULE LATINE D RAYÉ
"Ē" U0112; Lu; N; CAPITALE LATINE E MACRON
"ē" U0113; Ll; N; MINUSCULE LATINE E MACRON
"Ĕ" U0114; Lu; N; CAPITALE LATINE E BRÈVE
"ĕ" U0115; Ll; N; MINUSCULE LATINE E BRÈVE
"Ė" U0116; Lu; N; CAPITALE LATINE E POINT EN CHEF
"ė" U0117; Ll; N; MINUSCULE LATINE E POINT EN CHEF
"Ę" U0118; Lu; N; CAPITALE LATINE E OGONEK
"ę" U0119; Ll; N; MINUSCULE LATINE E OGONEK
"Ě" U011A; Lu; N; CAPITALE LATINE E HATCHEK
"ě" U011B; Ll; N; MINUSCULE LATINE E HATCHEK
"Ĝ" U011C; Lu; N; CAPITALE LATINE G ACCENT CIRCONFLEXE
"ĝ" U011D; Ll; N; MINUSCULE LATINE G ACCENT CIRCONFLEXE
"Ğ" U011E; Lu; N; CAPITALE LATINE G BRÈVE
"ğ" U011F; Ll; N; MINUSCULE LATINE G BRÈVE
"Ġ" U0120; Lu; N; CAPITALE LATINE G POINT EN CHEF
"ġ" U0121; Ll; N; MINUSCULE LATINE G POINT EN CHEF
"Ģ" U0122; Lu; N; CAPITALE LATINE G CÉDILLE
"ģ" U0123; Ll; N; MINUSCULE LATINE G CÉDILLE
"Ĥ" U0124; Lu; N; CAPITALE LATINE H ACCENT CIRCONFLEXE
"ĥ" U0125; Ll; N; MINUSCULE LATINE H ACCENT CIRCONFLEXE
"Ħ" U0126; Lu; N; CAPITALE LATINE H RAYÉ
"ħ" U0127; Ll; N; MINUSCULE LATINE H RAYÉ
"Ĩ" U0128; Lu; N; CAPITALE LATINE I TILDE
"ĩ" U0129; Ll; N; MINUSCULE LATINE I TILDE
"Ī" U012A; Lu; N; CAPITALE LATINE I MACRON
"ī" U012B; Ll; N; MINUSCULE LATINE I MACRON
"Ĭ" U012C; Lu; N; CAPITALE LATINE I BRÈVE
"ĭ" U012D; Ll; N; MINUSCULE LATINE I BRÈVE
"Į" U012E; Lu; N; CAPITALE LATINE I OGONEK
"į" U012F; Ll; N; MINUSCULE LATINE I OGONEK
"İ" U0130; Lu; N; CAPITALE LATINE I POINT EN CHEF
"ı" U0131; Ll; N; MINUSCULE LATINE I SANS POINT
"Ĳ" U0132; Lu; N; CAPITALE LATINE IJ
"ĳ" U0133; Ll; N; MINUSCULE LATINE IJ
"Ĵ" U0134; Lu; N; CAPITALE LATINE J ACCENT CIRCONFLEXE
"ĵ" U0135; Ll; N; MINUSCULE LATINE J ACCENT CIRCONFLEXE
"Ķ" U0136; Lu; N; CAPITALE LATINE K CÉDILLE
"ķ" U0137; Ll; N; MINUSCULE LATINE K CÉDILLE
"ĸ" U0138; Ll; N; MINUSCULE LATINE KRA
"Ĺ" U0139; Lu; N; CAPITALE LATINE L ACCENT AIGU
"ĺ" U013A; Ll; N; MINUSCULE LATINE L ACCENT AIGU
"Ļ" U013B; Lu; N; CAPITALE LATINE L CÉDILLE
"ļ" U013C; Ll; N; MINUSCULE LATINE L CÉDILLE
"Ľ" U013D; Lu; N; CAPITALE LATINE L HATCHEK
"ľ" U013E; Ll; N; MINUSCULE LATINE L HATCHEK
"Ŀ" U013F; Lu; N; CAPITALE LATINE L POINT MÉDIAN
"ŀ" U0140; Ll; N; MINUSCULE LATINE L POINT MÉDIAN
"Ł" U0141; Lu; N; CAPITALE LATINE L BARRÉ
"ł" U0142; Ll; N; MINUSCULE LATINE L BARRÉ
"Ń" U0143; Lu; N; CAPITALE LATINE N ACCENT AIGU
"ń" U0144; Ll; N; MINUSCULE LATINE N ACCENT AIGU
"Ņ" U0145; Lu; N; CAPITALE LATINE N CÉDILLE
"ņ" U0146; Ll; N; MINUSCULE LATINE N CÉDILLE
"Ň" U0147; Lu; N; CAPITALE LATINE N HATCHEK
"ň" U0148; Ll; N; MINUSCULE LATINE N HATCHEK
"ŉ" U0149; Ll; N; MINUSCULE LATINE N PRÉCÉDÉE D’UNE APOSTROPHE
"Ŋ" U014A; Lu; N; CAPITALE LATINE ENG
"ŋ" U014B; Ll; N; MINUSCULE LATINE ENG
"Ō" U014C; Lu; N; CAPITALE LATINE O MACRON
"ō" U014D; Ll; N; MINUSCULE LATINE O MACRON
"Ŏ" U014E; Lu; N; CAPITALE LATINE O BRÈVE
"ŏ" U014F; Ll; N; MINUSCULE LATINE O BRÈVE
"Ő" U0150; Lu; N; CAPITALE LATINE O DOUBLE ACCENT AIGU
"ő" U0151; Ll; N; MINUSCULE LATINE O DOUBLE ACCENT AIGU
"Œ" U0152; Lu; N; CAPITALE LATINE OE
"œ" U0153; Ll; N; MINUSCULE LATINE OE
"Ŕ" U0154; Lu; N; CAPITALE LATINE R ACCENT AIGU
"ŕ" U0155; Ll; N; MINUSCULE LATINE R ACCENT AIGU
"Ŗ" U0156; Lu; N; CAPITALE LATINE R CÉDILLE
"ŗ" U0157; Ll; N; MINUSCULE LATINE R CÉDILLE
"Ř" U0158; Lu; N; CAPITALE LATINE R HATCHEK
"ř" U0159; Ll; N; MINUSCULE LATINE R HATCHEK
"Ś" U015A; Lu; N; CAPITALE LATINE S ACCENT AIGU
"ś" U015B; Ll; N; MINUSCULE LATINE S ACCENT AIGU
"Ŝ" U015C; Lu; N; CAPITALE LATINE S ACCENT CIRCONFLEXE
"ŝ" U015D; Ll; N; MINUSCULE LATINE S ACCENT CIRCONFLEXE
"Ş" U015E; Lu; N; CAPITALE LATINE S CÉDILLE
"ş" U015F; Ll; N; MINUSCULE LATINE S CÉDILLE
"Š" U0160; Lu; N; CAPITALE LATINE S HATCHEK
"š" U0161; Ll; N; MINUSCULE LATINE S HATCHEK
"Ţ" U0162; Lu; N; CAPITALE LATINE T CÉDILLE
"ţ" U0163; Ll; N; MINUSCULE LATINE T CÉDILLE
"Ť" U0164; Lu; N; CAPITALE LATINE T HATCHEK
"ť" U0165; Ll; N; MINUSCULE LATINE T HATCHEK
"Ŧ" U0166; Lu; N; CAPITALE LATINE T RAYÉ
"ŧ" U0167; Ll; N; MINUSCULE LATINE T RAYÉ
"Ũ" U0168; Lu; N; CAPITALE LATINE U TILDE
"ũ" U0169; Ll; N; MINUSCULE LATINE U TILDE
"Ū" U016A; Lu; N; CAPITALE LATINE U MACRON
"ū" U016B; Ll; N; MINUSCULE LATINE U MACRON
"Ŭ" U016C; Lu; N; CAPITALE LATINE U BRÈVE
"ŭ" U016D; Ll; N; MINUSCULE LATINE U BRÈVE
"Ů" U016E; Lu; N; CAPITALE LATINE U ROND EN CHEF
"ů" U016F; Ll; N; MINUSCULE LATINE U ROND EN CHEF
"Ű" U0170; Lu; N; CAPITALE LATINE U DOUBLE ACCENT AIGU
"ű" U0171; Ll; N; MINUSCULE LATINE U DOUBLE ACCENT AIGU
"Ų" U0172; Lu; N; CAPITALE LATINE U OGONEK
"ų" U0173; Ll; N; MINUSCULE LATINE U OGONEK
"Ŵ" U0174; Lu; N; CAPITALE LATINE W ACCENT CIRCONFLEXE
"ŵ" U0175; Ll; N; MINUSCULE LATINE W ACCENT CIRCONFLEXE
"Ŷ" U0176; Lu; N; CAPITALE LATINE Y ACCENT CIRCONFLEXE
"ŷ" U0177; Ll; N; MINUSCULE LATINE Y ACCENT CIRCONFLEXE
"Ÿ" U0178; Lu; N; CAPITALE LATINE Y TRÉMA
"Ź" U0179; Lu; N; CAPITALE LATINE Z ACCENT AIGU
"ź" U017A; Ll; N; MINUSCULE LATINE Z ACCENT AIGU
"Ż" U017B; Lu; N; CAPITALE LATINE Z POINT EN CHEF
"ż" U017C; Ll; N; MINUSCULE LATINE Z POINT EN CHEF
"Ž" U017D; Lu; N; CAPITALE LATINE Z HATCHEK
"ž" U017E; Ll; N; MINUSCULE LATINE Z HATCHEK
"ſ" U017F; Ll; N; MINUSCULE LATINE S LONG
"ƀ" U0180; Ll; N; MINUSCULE LATINE B RAYÉ
"Ɓ" U0181; Lu; N; CAPITALE LATINE B CROSSE
"Ƃ" U0182; Lu; N; CAPITALE LATINE B POTENCE
"ƃ" U0183; Ll; N; MINUSCULE LATINE B POTENCE
"Ƅ" U0184; Lu; N; CAPITALE LATINE SIXIÈME TON
"ƅ" U0185; Ll; N; MINUSCULE LATINE SIXIÈME TON
"Ɔ" U0186; Lu; N; CAPITALE LATINE O OUVERT
"Ƈ" U0187; Lu; N; CAPITALE LATINE C CROSSE
"ƈ" U0188; Ll; N; MINUSCULE LATINE C CROSSE
"Ɖ" U0189; Lu; N; CAPITALE LATINE D AFRICAIN
"Ɗ" U018A; Lu; N; CAPITALE LATINE D CROSSE
"Ƌ" U018B; Lu; N; CAPITALE LATINE D POTENCE
"ƌ" U018C; Ll; N; MINUSCULE LATINE D POTENCE
"ƍ" U018D; Ll; N; MINUSCULE LATINE DELTA TOURNÉ
"Ǝ" U018E; Lu; N; CAPITALE LATINE E TOURNÉ
"Ə" U018F; Lu; N; CAPITALE LATINE SCHWA
"Ɛ" U0190; Lu; N; CAPITALE LATINE EPSILON
"Ƒ" U0191; Lu; N; CAPITALE LATINE F HAMEÇON
"ƒ" U0192; Ll; N; MINUSCULE LATINE F HAMEÇON
"Ɠ" U0193; Lu; N; CAPITALE LATINE G CROSSE
"Ɣ" U0194; Lu; N; CAPITALE LATINE GAMMA
"ƕ" U0195; Ll; N; MINUSCULE LATINE HWAIR
"Ɩ" U0196; Lu; N; CAPITALE LATINE IOTA
"Ɨ" U0197; Lu; N; CAPITALE LATINE I RAYÉ
"Ƙ" U0198; Lu; N; CAPITALE LATINE K CROSSE
"ƙ" U0199; Ll; N; MINUSCULE LATINE K CROSSE
"ƚ" U019A; Ll; N; MINUSCULE LATINE L RAYÉ
"ƛ" U019B; Ll; N; MINUSCULE LATINE LAMBDA BARRÉ
"Ɯ" U019C; Lu; N; CAPITALE LATINE M TOURNÉ
"Ɲ" U019D; Lu; N; CAPITALE LATINE N HAMEÇON
"ƞ" U019E; Ll; N; MINUSCULE LATINE N PROLONGÉ À DROITE
"Ɵ" U019F; Lu; N; CAPITALE LATINE O RAYÉ
"Ơ" U01A0; Lu; N; CAPITALE LATINE O CORNU
"ơ" U01A1; Ll; N; MINUSCULE LATINE O CORNU
"Ƣ" U01A2; Lu; N; CAPITALE LATINE GHA
"ƣ" U01A3; Ll; N; MINUSCULE LATINE GHA
"Ƥ" U01A4; Lu; N; CAPITALE LATINE P CROSSE
"ƥ" U01A5; Ll; N; MINUSCULE LATINE P CROSSE
"Ʀ" U01A6; Lu; N; LETTRE LATINE YR
"Ƨ" U01A7; Lu; N; CAPITALE LATINE DEUXIÈME TON
"ƨ" U01A8; Ll; N; MINUSCULE LATINE DEUXIÈME TON
"Ʃ" U01A9; Lu; N; CAPITALE LATINE ECH
"ƪ" U01AA; Ll; N; LETTRE LATINE ECH RÉFLÉCHI BOUCLÉ
"ƫ" U01AB; Ll; N; MINUSCULE LATINE T HAMEÇON PALATAL
"Ƭ" U01AC; Lu; N; CAPITALE LATINE T CROSSE
"ƭ" U01AD; Ll; N; MINUSCULE LATINE T CROSSE
"Ʈ" U01AE; Lu; N; CAPITALE LATINE T HAMEÇON RÉTROFLEXE
"Ư" U01AF; Lu; N; CAPITALE LATINE U CORNU
"ư" U01B0; Ll; N; MINUSCULE LATINE U CORNU
"Ʊ" U01B1; Lu; N; CAPITALE LATINE UPSILON
"Ʋ" U01B2; Lu; N; CAPITALE LATINE V DE RONDE
"Ƴ" U01B3; Lu; N; CAPITALE LATINE Y CROSSE
"ƴ" U01B4; Ll; N; MINUSCULE LATINE Y CROSSE
"Ƶ" U01B5; Lu; N; CAPITALE LATINE Z RAYÉ
"ƶ" U01B6; Ll; N; MINUSCULE LATINE Z RAYÉ
"Ʒ" U01B7; Lu; N; CAPITALE LATINE EJ
"Ƹ" U01B8; Lu; N; CAPITALE LATINE EJ RÉFLÉCHI
"ƹ" U01B9; Ll; N; MINUSCULE LATINE EJ RÉFLÉCHI
"ƺ" U01BA; Ll; N; MINUSCULE LATINE EJ HAMEÇON
"ƻ" U01BB; Lo; N; LETTRE LATINE DEUX RAYÉ
"Ƽ" U01BC; Lu; N; CAPITALE LATINE CINQUIÈME TON
"ƽ" U01BD; Ll; N; MINUSCULE LATINE CINQUIÈME TON
"ƾ" U01BE; Ll; N; LETTRE LATINE COUP DE GLOTTE TOURNÉ RAYÉ
"ƿ" U01BF; Ll; N; LETTRE LATINE WYNN
"ǀ" U01C0; Lo; N; LETTRE LATINE CLIC DENTAL
"ǁ" U01C1; Lo; N; LETTRE LATINE CLIC LATÉRAL
"ǂ" U01C2; Lo; N; LETTRE LATINE CLIC ALVÉOLAIRE
"ǃ" U01C3; Lo; N; LETTRE LATINE CLIC RÉTROFLEXE
"Ǆ" U01C4; Lu; N; CAPITALE LATINE DZ HATCHEK
"ǅ" U01C5; Lt; N; CAPITALE LATINE D AVEC MINUSCULE Z HATCHEK
"ǆ" U01C6; Ll; N; MINUSCULE LATINE DZ HATCHEK
"Ǉ" U01C7; Lu; N; CAPITALE LATINE LJ
"ǈ" U01C8; Lt; N; CAPITALE LATINE L AVEC MINUSCULE J
"ǉ" U01C9; Ll; N; MINUSCULE LATINE LJ
"Ǌ" U01CA; Lu; N; CAPITALE LATINE NJ
"ǋ" U01CB; Lt; N; CAPITALE LATINE N AVEC MINUSCULE J
"ǌ" U01CC; Ll; N; MINUSCULE LATINE NJ
"Ǎ" U01CD; Lu; N; CAPITALE LATINE A HATCHEK
"ǎ" U01CE; Ll; N; MINUSCULE LATINE A HATCHEK
"Ǐ" U01CF; Lu; N; CAPITALE LATINE I HATCHEK
"ǐ" U01D0; Ll; N; MINUSCULE LATINE I HATCHEK
"Ǒ" U01D1; Lu; N; CAPITALE LATINE O HATCHEK
"ǒ" U01D2; Ll; N; MINUSCULE LATINE O HATCHEK
"Ǔ" U01D3; Lu; N; CAPITALE LATINE U HATCHEK
"ǔ" U01D4; Ll; N; MINUSCULE LATINE U HATCHEK
"Ǖ" U01D5; Lu; N; CAPITALE LATINE U TRÉMA MACRON
"ǖ" U01D6; Ll; N; MINUSCULE LATINE U TRÉMA MACRON
"Ǘ" U01D7; Lu; N; CAPITALE LATINE U TRÉMA ACCENT AIGU
"ǘ" U01D8; Ll; N; MINUSCULE LATINE U TRÉMA ACCENT AIGU
"Ǚ" U01D9; Lu; N; CAPITALE LATINE U TRÉMA HATCHEK
"ǚ" U01DA; Ll; N; MINUSCULE LATINE U TRÉMA HATCHEK
"Ǜ" U01DB; Lu; N; CAPITALE LATINE U TRÉMA ACCENT GRAVE
"ǜ" U01DC; Ll; N; MINUSCULE LATINE U TRÉMA ACCENT GRAVE
"ǝ" U01DD; Ll; N; MINUSCULE LATINE E TOURNÉ
"Ǟ" U01DE; Lu; N; CAPITALE LATINE A TRÉMA MACRON
"ǟ" U01DF; Ll; N; MINUSCULE LATINE A TRÉMA MACRON
"Ǡ" U01E0; Lu; N; CAPITALE LATINE A POINT EN CHEF MACRON
"ǡ" U01E1; Ll; N; MINUSCULE LATINE A POINT EN CHEF MACRON
"Ǣ" U01E2; Lu; N; CAPITALE LATINE AE MACRON
"ǣ" U01E3; Ll; N; MINUSCULE LATINE AE MACRON
"Ǥ" U01E4; Lu; N; CAPITALE LATINE G RAYÉ
"ǥ" U01E5; Ll; N; MINUSCULE LATINE G RAYÉ
"Ǧ" U01E6; Lu; N; CAPITALE LATINE G HATCHEK
"ǧ" U01E7; Ll; N; MINUSCULE LATINE G HATCHEK
"Ǩ" U01E8; Lu; N; CAPITALE LATINE K HATCHEK
"ǩ" U01E9; Ll; N; MINUSCULE LATINE K HATCHEK
"Ǫ" U01EA; Lu; N; CAPITALE LATINE O OGONEK
"ǫ" U01EB; Ll; N; MINUSCULE LATINE O OGONEK
"Ǭ" U01EC; Lu; N; CAPITALE LATINE O OGONEK MACRON
"ǭ" U01ED; Ll; N; MINUSCULE LATINE O OGONEK MACRON
"Ǯ" U01EE; Lu; N; CAPITALE LATINE EJ HATCHEK
"ǯ" U01EF; Ll; N; MINUSCULE LATINE EJ HATCHEK
"ǰ" U01F0; Ll; N; MINUSCULE LATINE J HATCHEK
"Ǳ" U01F1; Lu; N; CAPITALE LATINE DZ
"ǲ" U01F2; Lt; N; CAPITALE LATINE D AVEC MINUSCULE Z
"ǳ" U01F3; Ll; N; MINUSCULE LATINE DZ
"Ǵ" U01F4; Lu; N; CAPITALE LATINE G ACCENT AIGU
"ǵ" U01F5; Ll; N; MINUSCULE LATINE G ACCENT AIGU
"Ƕ" U01F6; Lu; N; CAPITALE LATINE HWAIR
"Ƿ" U01F7; Lu; N; CAPITALE LATINE WYNN
"Ǹ" U01F8; Lu; N; CAPITALE LATINE N ACCENT GRAVE
"ǹ" U01F9; Ll; N; MINUSCULE LATINE N ACCENT GRAVE
"Ǻ" U01FA; Lu; N; CAPITALE LATINE A ROND EN CHEF ACCENT AIGU
"ǻ" U01FB; Ll; N; MINUSCULE LATINE A ROND EN CHEF ACCENT AIGU
"Ǽ" U01FC; Lu; N; CAPITALE LATINE AE ACCENT AIGU
"ǽ" U01FD; Ll; N; MINUSCULE LATINE AE ACCENT AIGU
"Ǿ" U01FE; Lu; N; CAPITALE LATINE O BARRÉ ACCENT AIGU
"ǿ" U01FF; Ll; N; MINUSCULE LATINE O BARRÉ ACCENT AIGU
"Ȁ" U0200; Lu; N; CAPITALE LATINE A DOUBLE ACCENT GRAVE
"ȁ" U0201; Ll; N; MINUSCULE LATINE A DOUBLE ACCENT GRAVE
